Word,Regency Pronunciation,Cambridge Dictionary Link,Note,
Mendacity,men-dass-ih-tee,https://dictionary.cambridge.org/dictionary/english/mendacity,Untruthfulness,
Mésalliance,may-zal-ee-AHNSS,https://dictionary.cambridge.org/dictionary/english/mesalliance,A marriage with a person of 'inferior' social status,
Messuage,MESS-wij,https://dictionary.cambridge.org/dictionary/english/messuage,Dwelling house and land,
Metal,MET-ul,https://dictionary.cambridge.org/dictionary/english/metal,,
Meux,MEWKS,https://dictionary.cambridge.org/dictionary/english/meux,Famous brewery name,
Mews,MYOOZ,https://dictionary.cambridge.org/dictionary/english/mews,Stables with living quarters above,
Mezzanine,MET-suh-neen,https://dictionary.cambridge.org/dictionary/english/mezzanine,"A low story between two others; ""MET-suh"" not ""MEZZ-uh""",
Military,MIL-uh-tree,https://dictionary.cambridge.org/dictionary/english/military,Standard British compression,
Millinery,MIL-in-ree,https://dictionary.cambridge.org/dictionary/english/millinery,Three syllables (The hat-making trade),
Milngavie,mul-GUY,https://dictionary.cambridge.org/dictionary/english/milngavie,Scottish location,
Miniature,MIN-uh-cher,https://dictionary.cambridge.org/dictionary/english/miniature,Three syllables only,
Mirror,MEER-or,https://dictionary.cambridge.org/dictionary/english/mirror,,
Misanthrope,MIS-un-throhp,https://dictionary.cambridge.org/dictionary/english/misanthrope,A person who dislikes humankind (Often used for the Hero),
Miscellany,miss-SELL-uh-nee,https://dictionary.cambridge.org/dictionary/english/miscellany,Stress on second syllable in UK/Regency,
Mischievous,MIS-chiv-us,https://dictionary.cambridge.org/dictionary/english/mischievous,"Three syllables; never ""mis-cheev-ee-us""",
Miserable,MIZ-ruh-bul,https://dictionary.cambridge.org/dictionary/english/miserable,Three syllables,
Mnemonic,neh-MON-ik,https://dictionary.cambridge.org/dictionary/english/mnemonic,,
Modiste,mo-deest,https://dictionary.cambridge.org/dictionary/english/modiste,Dressmaker,
Moire,mwah-RAY,https://dictionary.cambridge.org/dictionary/english/moire,"Rippled silk; avoid ""moy-er""",
Molyneux,MOLL-ih-nyoo,https://dictionary.cambridge.org/dictionary/english/molyneux,Regency fashion/surname,
Monsieur,muh-SYUR,https://dictionary.cambridge.org/dictionary/english/monsieur,French: 'muh-SYUR' (Not 'mon-seer'),
Monsignor,mon-SEEN-yor,https://dictionary.cambridge.org/dictionary/english/monsignor,,
Montagu,MON-tuh-gyoo,https://dictionary.cambridge.org/dictionary/english/montagu,Noble family,
Moppet,MOP-it,https://dictionary.cambridge.org/dictionary/english/moppet,Endearing term for a child,
Morocco,muh-ROK-oh,https://dictionary.cambridge.org/dictionary/english/morocco,Fine goatskin leather for seats ,
Mortgage,MOR-gij,https://dictionary.cambridge.org/dictionary/english/mortgage,,
Mountain,MOWN-tun,https://dictionary.cambridge.org/dictionary/english/mountain,,
Mouthy,MOW-thee,https://dictionary.cambridge.org/dictionary/english/mouthy,,
Mowbray,MOH-bray,https://dictionary.cambridge.org/dictionary/english/mowbray,Noble family,
Muslin,muz-lin,https://dictionary.cambridge.org/dictionary/english/muslin,Fine cotton,
Mystery,MISS-tree,https://dictionary.cambridge.org/dictionary/english/mystery,Two syllables in high-level narration,
Naas,NAYSE,https://dictionary.cambridge.org/dictionary/english/naas,Irish location,
Nadir,NAY-deer,https://dictionary.cambridge.org/dictionary/english/nadir,Directly below,
Nankeen,nan-keen,https://dictionary.cambridge.org/dictionary/english/nankeen,Yellowish cotton,
Natural,NATCH-rul,https://dictionary.cambridge.org/dictionary/english/natural,Two syllables; avoid 'nat-u-ral',
Naturally,NACH-er-ul-lee,https://dictionary.cambridge.org/dictionary/english/naturally,,
Necessary,NESS-uh-sree,https://dictionary.cambridge.org/dictionary/english/necessary,Four syllables (NESS-uh-suh-ree) compressed to three,
Née,NAY,https://dictionary.cambridge.org/dictionary/english/nee,Originally named (used to denote a woman's maiden name),
Négligée,neg-li-ZHAY,https://dictionary.cambridge.org/dictionary/english/negligee,A woman's light dressing gown,
Negligible,NEG-li-juh-bul,https://dictionary.cambridge.org/dictionary/english/negligible,Small and unimportant,
Negus,nee-gus,https://dictionary.cambridge.org/dictionary/english/negus,Hot spiced wine,
Niche,NEESH,https://dictionary.cambridge.org/dictionary/english/niche,,
Nisi,NY-sy,https://dictionary.cambridge.org/dictionary/english/nisi,Long 'i' sounds,
Noblesse oblige,noh-BLESS oh-BLEEZH,https://dictionary.cambridge.org/dictionary/english/noblesse-oblige,The inferred obligation of high rank to be honorable,
Nom de guerre,NOM duh GAIR,https://dictionary.cambridge.org/dictionary/english/nom-de-guerre,An assumed name; a pseudonym,
Nouveau riche,noo-voh REESH,https://dictionary.cambridge.org/dictionary/english/nouveau-riche,People who have recently acquired wealth; derogatory,
Nuclear,NEW-klee-er,https://dictionary.cambridge.org/dictionary/english/nuclear,,
Nursery,NUR-sree,https://dictionary.cambridge.org/dictionary/english/nursery,Two syllables,
Obloquy,OB-luh-kwee,https://dictionary.cambridge.org/dictionary/english/obloquy,Stress on 1st syllable,
Obsequious,ub-seek-wee-us,https://dictionary.cambridge.org/dictionary/english/obsequious,Servile/Fawning,
Offering,OFF-ring,https://dictionary.cambridge.org/dictionary/english/offering,Two syllables,
Often,Off-en,https://dictionary.cambridge.org/dictionary/english/often,silent t,
Onerous,OH-ner-uss,https://dictionary.cambridge.org/dictionary/english/onerous,Long 'o' (rhymes with owner),
Opera,OP-ruh,https://dictionary.cambridge.org/dictionary/english/opera,Two syllables; strictly 'OP-ruh',
Ophthalmology,off-thal-MOL-uh-jee,https://dictionary.cambridge.org/dictionary/english/ophthalmology,The first 'ph' is an 'f' sound,
Opiate,OH-pee-ut,https://dictionary.cambridge.org/dictionary/english/opiate,Three distinct syllables,
Ordinary,ORD-nree,https://dictionary.cambridge.org/dictionary/english/ordinary,Three syllables (Standard British swallow),
Ordnance,ORD-nunss,https://dictionary.cambridge.org/dictionary/english/ordnance,Military weaponry (not ordinance),
Orgeat,OR-zhat,https://dictionary.cambridge.org/dictionary/english/orgeat,Almond-flavored syrup,
Orientation,or-ee-en-TAY-shun,https://dictionary.cambridge.org/dictionary/english/orientation,,
Ormolu,OR-muh-loo,https://dictionary.cambridge.org/dictionary/english/ormolu,Gilded bronze used for decorating furniture/clocks,
Ostensibly,oss-TEN-sih-blee,https://dictionary.cambridge.org/dictionary/english/ostensibly,,
Ouless,YOO-less,https://dictionary.cambridge.org/dictionary/english/ouless,Channel Island name,
Outré,oo-TRAY,https://dictionary.cambridge.org/dictionary/english/outre,Passing the bounds of what is usual or proper; eccentric,
Pall Mall,PELL-MELL,https://dictionary.cambridge.org/dictionary/english/pall-mall,, 
Paltry,PAL-tree,https://dictionary.cambridge.org/dictionary/english/paltry,,
Pantaloon,pan-tuh-loon,https://dictionary.cambridge.org/dictionary/english/pantaloons,Trousers,
Paradigm,PAIR-uh-dyme,https://dictionary.cambridge.org/dictionary/english/paradigm,,
Parliament ,PAR-luh-munt ,https://dictionary.cambridge.org/dictionary/english/parliament ,Three syllables. The second 'i' is silent ,
Parliamentary,par-luh-MEN-tree,https://dictionary.cambridge.org/dictionary/english/parliamentary,Four syllables (Swallow the 'a'),
Parlor,PAR-lur,https://dictionary.cambridge.org/dictionary/english/parlor,Two syllables; ensure a crisp 'r',
Parquet,PAR-kay,https://dictionary.cambridge.org/dictionary/english/parquet,Flooring of inlaid wood in geometric patterns,
Parsimony,par-sih-mun-ee,https://dictionary.cambridge.org/dictionary/english/parsimony,Extreme stinginess,
Particularly,par-tik-yuh-LAR-lee,https://dictionary.cambridge.org/dictionary/english/particularly,,
Parvenu,PAR-vuh-noo,https://dictionary.cambridge.org/dictionary/english/parvenu,A person of obscure origin who has gained wealth,
Pas de deux,PAH duh DUH,https://dictionary.cambridge.org/dictionary/english/pas-de-deux,"A dance for two; used metaphorically for a social ""dance""",
Passementerie,pass-MEN-tree,https://dictionary.cambridge.org/dictionary/english/passementerie,Fancy braid or fringe trim ,
Pâté,pah-TAY,https://dictionary.cambridge.org/dictionary/english/pate,A rich savory paste made from meat or fish,
Peckham,PEK-um,https://dictionary.cambridge.org/dictionary/english/peckham,,
Pecuniary,peh-kyoon-ee-airy,https://dictionary.cambridge.org/dictionary/english/pecuniary,Relating to money,
Peignoir,PAY-nwahr,https://dictionary.cambridge.org/dictionary/english/peignoir,"A woman's light dressing gown; ""PAY-nwahr""",
Pelisse,puh-leess,https://dictionary.cambridge.org/dictionary/english/pelisse,Outer garment,
Pepys,PEEPS,https://dictionary.cambridge.org/dictionary/english/pepys,,
Peremptorily,puh-REMP-tuh-ruh-lee,https://dictionary.cambridge.org/dictionary/english/peremptorily,Commanding manner,
Petit-maître,puh-TEE-MET-ruh,https://dictionary.cambridge.org/dictionary/english/petit-maitre,"A dandy or fop; literally ""little master""",
Petticoats,PET-ee-kohts,https://dictionary.cambridge.org/dictionary/english/petticoat,Standard Regency undergarment,
Phaeton,FAY-tun,https://dictionary.cambridge.org/dictionary/english/phaeton,The carriage,
Phantasmagoria,fan-taz-muh-GOR-ee-uh,https://dictionary.cambridge.org/dictionary/english/phantasmagoria,A sequence of real or imaginary images,
Pho,FUH,https://dictionary.cambridge.org/dictionary/english/pho,,
Physic,fizz-ick,https://dictionary.cambridge.org/dictionary/english/physic,Medicine,
Pianoforte,pee-an-oh-FOR-tay,https://dictionary.cambridge.org/dictionary/english/pianoforte,Keyboard instrument,
Piccalilli,pik-uh-LIL-ee,https://dictionary.cambridge.org/dictionary/english/piccalilli,Pickled vegetables,
Pied-à-terre,pee-AY-dah-TARE,https://dictionary.cambridge.org/dictionary/english/pied-a-terre,A small secondary lodging (usually in the city),
Pier glass,PEER glass,https://dictionary.cambridge.org/dictionary/english/pier-glass,Large wall mirror between windows,
Piquant,PEE-kunt,https://dictionary.cambridge.org/dictionary/english/piquant,Pleasantly stimulating or sharp (Often describing a heroine),
Plymouth,PLIM-uth,https://dictionary.cambridge.org/dictionary/english/plymouth,,
Poetry,POH-uh-tree,https://dictionary.cambridge.org/dictionary/english/poetry,Often two syllables in period verse (POH-tree),
Poignant ,POYN-yunt ,https://dictionary.cambridge.org/dictionary/english/poignant ,Silent 'g' ,
Pole-Carew,pool-KAY-ree,https://dictionary.cambridge.org/dictionary/english/carew,,
Police,puh-LEESS,https://dictionary.cambridge.org/dictionary/english/police,"Regency context; avoid American ""PO-leece""",
Ponsonby,PUN-sun-bee,https://dictionary.cambridge.org/dictionary/english/ponsonby,Whig political family,
Pontefract,PUM-fret,https://dictionary.cambridge.org/dictionary/english/pontefract,Historical Regency pronunciation; 'PUM-fret',
Portico,por-tih-ko,https://dictionary.cambridge.org/dictionary/english/portico,Columned porch,
Portière,por-TYAIR,https://dictionary.cambridge.org/dictionary/english/portiere,A heavy curtain hung over a door or doorway,
Portmanteau,port-MAN-toe,https://dictionary.cambridge.org/dictionary/english/portmanteau,,
Posthumous,POSS-choo-mus,https://dictionary.cambridge.org/dictionary/english/posthumous,,
Postilion,pos-TIL-yun,https://dictionary.cambridge.org/dictionary/english/postilion,The man who guides the carriage horses,
Precedence,PRESS-ih-dens,https://dictionary.cambridge.org/dictionary/english/precedence,,
Precepts,PREE-septs,https://dictionary.cambridge.org/dictionary/english/precept,General rules of behavior,
Preferable,PREF-ruh-bul (British),https://dictionary.cambridge.org/dictionary/english/preferable,Stress on first syllable,
Preferably,PREF-ruh-bly (British),https://dictionary.cambridge.org/pronunciation/english/preferably,,
Preference,PREF-runss,https://dictionary.cambridge.org/dictionary/english/preference,Two syllables; swallow the middle 'e',
Prescient,PRESH-ee-unt,https://dictionary.cambridge.org/dictionary/english/prescient,SH' sound (not 'pree-shant'),
Preservative,pruh-ZUR-vuh-tiv,https://dictionary.cambridge.org/dictionary/english/preservative,Four syllables; avoid 'pre-serv-uh-tive',
Prestigious ,press-TI-juss ,https://dictionary.cambridge.org/dictionary/english/prestigious ,"Three syllables. Note the short ""i"" in the middle, unlike the long ""ee"" in prestige. ",
Preventive,pree-VEN-tiv,https://dictionary.cambridge.org/dictionary/english/preventive,,
Prideaux,PREE-doh,https://dictionary.cambridge.org/dictionary/english/prideaux,Cornish name,
Primary,PRY-mree,https://dictionary.cambridge.org/dictionary/english/primary,Two syllables in high-style British,
Privacy ,PRIV-uh-see ,https://dictionary.cambridge.org/dictionary/english/privacy ,"In a British/Regency context, use the short 'i'. (Rhymes with ""shiv"") ",
Probably,PROB-uh-blee,https://dictionary.cambridge.org/dictionary/english/probably,,
Profligate,prof-lih-gut,https://dictionary.cambridge.org/dictionary/english/profligate,Wasteful/Licentious,
Pronunciation ,pro-NUN-ciation ,https://dictionary.cambridge.org/dictionary/english/pronunciation,,
Propriety,pro-pry-uh-tee,https://dictionary.cambridge.org/dictionary/english/propriety,Correct behavior,
Prosperous,PROSS-pruh-runss,https://dictionary.cambridge.org/dictionary/english/prosperous,Two syllables (Swallow the 'er'),
Providential,prov-ih-DEN-shul,https://dictionary.cambridge.org/dictionary/english/providential,"Occurring at a favorable time; ""seemed providential"" (Ch 22)",
Prowess,PROW-ess,https://dictionary.cambridge.org/dictionary/english/prowess,,
Pseudonym,SOO-duh-nim,https://dictionary.cambridge.org/dictionary/english/pseudonym,,
Puisne,PYOO-nee,https://dictionary.cambridge.org/dictionary/english/puisne,Means 'junior' rank; sounds like 'puny',
Puissant,PWIS-unt,https://dictionary.cambridge.org/dictionary/english/puissant,Two syllables (French-derived),
Punctilious,punk-til-ee-us,https://dictionary.cambridge.org/dictionary/english/punctilious,Detail-oriented,
Pytchley,PYE-chlee,https://dictionary.cambridge.org/dictionary/english/pytchley,Famous hunt name,
Quadrille,kwuh-drill,https://dictionary.cambridge.org/dictionary/english/quadrille,Square dance,
Quatrefoil,KAT-ruh-foyl,https://dictionary.cambridge.org/dictionary/english/quatrefoil,An ornamental design of four lobes (like a leaf/flower),
Quay,KEE,https://dictionary.cambridge.org/dictionary/english/quay,,
Querulous,kwair-yoo-lus,https://dictionary.cambridge.org/dictionary/english/querulous,Complaining,
Quinoa,KEEN-wah,https://dictionary.cambridge.org/dictionary/english/quinoa,,
Quinze,canz,https://dictionary.cambridge.org/dictionary/french-english/quinze,The card game,
Quixote ,KWIK-sut ,https://dictionary.cambridge.org/dictionary/english/quixotic ,,
Radiometry,ray-dee-OM-uh-tree,https://dictionary.cambridge.org/dictionary/english/radiometry,Measurement of radiation,
Ragout,ra-GOO,https://dictionary.cambridge.org/dictionary/english/ragout,A highly seasoned meat stew with vegetables,
Raleigh,RAW-lee,https://dictionary.cambridge.org/dictionary/english/raleigh,Historical name,
Ranelagh,RAN-uh-luh,https://dictionary.cambridge.org/dictionary/english/ranelagh,Famous pleasure gardens,
Rapprochement,ra-PROHSH-mahn,https://dictionary.cambridge.org/dictionary/english/rapprochement,"The establishment of harmonious relations (vital for the ""Happy Ever After"")",
Raspberry,RAZ-ber-ee,https://dictionary.cambridge.org/dictionary/english/raspberry,,
Ratafia,rat-uh-fee-uh,https://dictionary.cambridge.org/dictionary/english/ratafia,Fruit liqueur,
Reading,RED-ing,https://dictionary.cambridge.org/dictionary/english/reading,,
Realtor,REEL-tor,https://dictionary.cambridge.org/dictionary/english/realtor,,
Reasonable,REEZ-nuh-bul,https://dictionary.cambridge.org/dictionary/english/reasonable,Three syllables; swallow the 'on',
Recovering,ruh-KUV-ring,https://dictionary.cambridge.org/dictionary/english/recovering,Three syllables,
Rector,REK-tor,https://dictionary.cambridge.org/dictionary/english/rector,,
Recuperated,ri-KOO-puh-ray-tid,https://dictionary.cambridge.org/dictionary/english/recuperate,Recovered from illness,
Reference,REF-runss,https://dictionary.cambridge.org/dictionary/english/reference,Two syllables; swallow the middle 'e',
Regularly,reg-yuh-LAR-lee,https://dictionary.cambridge.org/dictionary/english/regularly,,
Remonstrate,ri-MON-strayt,https://dictionary.cambridge.org/dictionary/english/remonstrate,,
Rendezvous,RON-day-voo,https://dictionary.cambridge.org/dictionary/english/rendezvous,,
Respectfully,re-SPEKT-ful-lee,https://dictionary.cambridge.org/dictionary/english/respectfully,,
Respite,Res-pit,https://dictionary.cambridge.org/dictionary/english/respite,Common 'long-I' trap,
Reticule,RET-ih-kyool,https://dictionary.cambridge.org/dictionary/english/reticule,,
Rhetorical,ruh-TOR-ih-kul,https://dictionary.cambridge.org/dictionary/english/rhetorical,Ensure four distinct syllables,
Rievaulx,REE-voh,https://dictionary.cambridge.org/dictionary/english/rievaulx,Abbey name,
Rill,RIL,https://dictionary.cambridge.org/dictionary/english/rill,Small stream,
Rococo,ruh-KOH-koh,https://dictionary.cambridge.org/dictionary/english/rococo,Ornate architectural style,
Rotten Row,rhymes with LOW,https://dictionary.cambridge.org/dictionary/english/row,Hyde Park track,
Roué,roo-AY,https://dictionary.cambridge.org/dictionary/english/roue,A debauched man; a rake (Key character type),
Row,If a fight: rhymes with COW,https://dictionary.cambridge.org/dictionary/english/row,A noisy quarrel,
Rowdy,ROW-dee,https://dictionary.cambridge.org/dictionary/english/rowdy,,
Rowel,ROW-ul,https://dictionary.cambridge.org/dictionary/english/rowel,The spiked wheel on a spur; rhymes with 'towel',
Ruislip,RYE-slip,https://dictionary.cambridge.org/dictionary/english/ruislip,,
Rural,ROOR-ul,https://dictionary.cambridge.org/dictionary/english/rural,,
Ruthven,RIV-en,https://dictionary.cambridge.org/dictionary/english/ruthven,Surname ,
Sackville,SAK-vil,https://dictionary.cambridge.org/dictionary/english/sackville,Noble family,
Sagacity,suh-gas-ih-tee,https://dictionary.cambridge.org/dictionary/english/sagacity,Wisdom,
Salary,SAL-ree,https://dictionary.cambridge.org/dictionary/english/salary,Two syllables,
Salisbury,SAWLS-bree,https://dictionary.cambridge.org/dictionary/english/salisbury,Cathedral town,
Salmon,SAM-un,https://dictionary.cambridge.org/dictionary/english/salmon,,
Salubrious,suh-loo-bree-us,https://dictionary.cambridge.org/dictionary/english/salubrious,Healthy,
Sandys,SANDS,https://dictionary.cambridge.org/dictionary/english/sandys,Surname,
Sang-froid,SAHN-FRWAH,https://dictionary.cambridge.org/dictionary/english/sang-froid,Composure or coolness in a trying situation,
Sanguine,SANG-gwin,https://dictionary.cambridge.org/dictionary/english/sanguine,Optimistic or positive (especially in a bad situation),
Sarcenet,SARS-nit,https://dictionary.cambridge.org/dictionary/english/sarcenet,Common silk fabric,
Savoir-faire,sav-wahr-FAIR,https://dictionary.cambridge.org/dictionary/english/savoir-faire,The ability to act appropriately in social situations,
Savoring,SAY-vring,https://dictionary.cambridge.org/dictionary/english/savoring,Two syllables,
Scenery,SEEN-ree,https://dictionary.cambridge.org/dictionary/english/scenery,Two syllables,
Schedule ,SHED-yool ,https://dictionary.cambridge.org/dictionary/english/schedule ,"In a Regency or British-inflected context, use the ""sh"" start ",
Scherzo,SKER-tsoh,https://dictionary.cambridge.org/dictionary/english/scherzo,SK' sound (Italian),
Schism,SIZ-um,https://dictionary.cambridge.org/dictionary/english/schism,The 'ch' is silent,
Sconce,skonts,https://dictionary.cambridge.org/dictionary/english/sconce,Wall light,
Scone,SKOON,https://dictionary.cambridge.org/dictionary/english/scone,Stone of Destiny (not food),
Scullery,skull-er-ee,https://dictionary.cambridge.org/dictionary/english/scullery,Back kitchen,
Seaming,SEEM-ing,https://dictionary.cambridge.org/dictionary/english/seam,Decorative cord or welt ,
Secondary,SEK-un-dree,https://dictionary.cambridge.org/dictionary/english/secondary,Swallowed syllable (SEK-un-dree),
Sentence,SEN-tens,https://dictionary.cambridge.org/dictionary/english/sentence,,
Separate,SEP-rut,https://dictionary.cambridge.org/dictionary/english/separate,Adjective is two syllables; swallow the 'a',
Separately,SEP-uh-rut-lee,https://dictionary.cambridge.org/dictionary/english/separately,,
Sergeant,SAR-junt,https://dictionary.cambridge.org/dictionary/english/sergeant,,
Settee,seh-tee,https://dictionary.cambridge.org/dictionary/english/settee,Sofa,
Several,SEV-rul,https://dictionary.cambridge.org/dictionary/english/several,Two syllables; never 'sev-er-al',
Sherbet,SHUR-bet,https://dictionary.cambridge.org/dictionary/english/sherbet,,
Shower,SHOW-er,https://dictionary.cambridge.org/dictionary/english/shower,,
Shrewsbury,SHROHZ-bree,https://dictionary.cambridge.org/dictionary/english/shrewsbury,The posh way (Regency standard),
Shuddering,SHUD-ring,https://dictionary.cambridge.org/dictionary/english/shuddering,Two syllables,
Sire,SY-er,https://dictionary.cambridge.org/dictionary/english/sire,,
Sixths,SIK-sths,https://dictionary.cambridge.org/dictionary/english/sixth,,
Slaithwaite,SLOW-it,https://dictionary.cambridge.org/dictionary/english/slaithwaite,Yorkshire town,
Slandering,SLAN-dring,https://dictionary.cambridge.org/dictionary/english/slandering,Two syllables (Scandal/Gossip),
Slough,slow (as in cow),https://dictionary.cambridge.org/dictionary/english/slough,A swamp or mire,
Snarl,SNARL,https://dictionary.cambridge.org/dictionary/english/snarl,,
Soigné,swahn-YAY,https://dictionary.cambridge.org/dictionary/english/soigne,Well-groomed; elegantly maintained,
Soirees,swah-RAYZ,https://dictionary.cambridge.org/dictionary/english/soiree,Social gatherings; French,
Solder,SOD-er,https://dictionary.cambridge.org/dictionary/english/solder,"Pronounced ""SOD-er"" in US; ""SOL-der"" in UK",
Solicitor,suh-LISS-it-er,https://dictionary.cambridge.org/dictionary/english/solicitor,,
Sommesby,SUMZ-bee,https://dictionary.cambridge.org/dictionary/english/sommesby,The Duke's name; crisp 's' sounds,
Sotto voce,SOT-toh VOH-chay,https://dictionary.cambridge.org/dictionary/english/sotto-voce,"Italian for ""under the breath""; used for intimate whispers",
Sough,sow (as in cow),https://dictionary.cambridge.org/dictionary/english/sough,The sound of wind,
Sour,SOW-er,https://dictionary.cambridge.org/dictionary/english/sour,,
Southwark,SUTH-erk,https://dictionary.cambridge.org/dictionary/english/southwark,London district,
Sovereign,suv-rin,https://dictionary.cambridge.org/dictionary/english/sovereign,Gold coin,
Specially,SPESH-lee,https://dictionary.cambridge.org/dictionary/english/specially,Two syllables (Swallow the 'ia'),
Spectroscopy,spek-TROS-kuh-pee,https://dictionary.cambridge.org/dictionary/english/spectroscopy,Note the 'O' stress,
Spiritual,SPIR-it-choo-ul,https://dictionary.cambridge.org/dictionary/english/spiritual,Four syllables; avoid 'spir-it-chul',
Sprezzatura,spret-suh-TOO-ruh,https://dictionary.cambridge.org/dictionary/english/sprezzatura,"Italian term for ""studied carelessness"" often used in Regency fashion",
Squab,skwob,https://dictionary.cambridge.org/dictionary/english/squab,A stuffed cushion or carriage seatback,
Sriracha,sree-RAH-chuh,https://dictionary.cambridge.org/dictionary/english/sriracha,,
St. Clair,SIN-clair,https://dictionary.cambridge.org/dictionary/english/st-clair,,
St. John,SIN-jun,https://dictionary.cambridge.org/dictionary/english/st-john,Aristocratic surname,
Stationery,STAY-shun-ree,https://dictionary.cambridge.org/dictionary/english/stationery,Three syllables; swallow the 'er',
Status,STAY-tuss,https://dictionary.cambridge.org/dictionary/english/status,Long 'a' is primary,
Stays,stayz,https://dictionary.cambridge.org/dictionary/english/stays,Corset,
Steel,STEE-ul,https://dictionary.cambridge.org/dictionary/english/steel,,
Steward,STYOO-erd,https://dictionary.cambridge.org/dictionary/english/steward,,
Stochastic ,stuh-KAS-tik ,https://dictionary.cambridge.org/dictionary/english/stochastic,"The ""ch"" is a 'k' sound ",
Stomachic,stum-AK-ik,https://dictionary.cambridge.org/dictionary/english/stomachic,Regency medicinal term,
Strachan,STRAWN,https://dictionary.cambridge.org/dictionary/english/strachan,Scottish name,
Streatham,STRET-um,https://dictionary.cambridge.org/dictionary/english/streatham,,
Strengths,STRENG-ths,https://dictionary.cambridge.org/dictionary/english/strength,,
Subpoena,suh-PEE-nuh,https://dictionary.cambridge.org/dictionary/english/subpoena,Silent 'b',
Subtle,SUT-ul,https://dictionary.cambridge.org/dictionary/english/subtle,,
Succumbed,suh-KUMD,https://dictionary.cambridge.org/dictionary/english/succumb,Failed to resist disease/pressure,
Suffering,SUF-ring,https://dictionary.cambridge.org/dictionary/english/suffering,Two syllables; avoid 'suf-fer-ing',
Suffusing,suh-FYOO-zing,https://dictionary.cambridge.org/dictionary/english/suffuse,Gradually spreading through,
Summary,SUM-ree,https://dictionary.cambridge.org/dictionary/english/summary,Two syllables,
Sundering,SUN-dring,https://dictionary.cambridge.org/dictionary/english/sundering,Two syllables (Poetic/Archaic),
Supercilious,soo-per-sill-ee-us,https://dictionary.cambridge.org/dictionary/english/supercilious,Arrogant,
Superfluous ,soo-PUR-floo-uss ,https://dictionary.cambridge.org/dictionary/english/superfluous ,"Four syllables. Avoid the trap of saying ""super-flu-us. ",
Surtout,sur-TOO,https://dictionary.cambridge.org/dictionary/english/surtout,Either a man's greatcoat or a large silver centerpiece,
Sycophant,sick-uh-funt,https://dictionary.cambridge.org/dictionary/english/sycophant,Crawl/Flatterer,
Sycophantic,Sick-uh-funt-ic,https://dictionary.cambridge.org/dictionary/english/sycophant,,
Syllabub,SIL-uh-bub,https://dictionary.cambridge.org/dictionary/english/syllabub,A whipped cream dessert flavored with wine or cider,
Tableau vivant,TAB-loh vee-VAHN,https://dictionary.cambridge.org/dictionary/english/tableau-vivant,"A silent  motionless ""living picture"" (Regency party game)",
Taciturn,tass-ih-turn,https://dictionary.cambridge.org/dictionary/english/taciturn,Quiet/Reserved,
Tarlatan,TAR-luh-tun,https://dictionary.cambridge.org/dictionary/english/tarlatan,,
Tarried,tair-eed,https://dictionary.cambridge.org/dictionary/english/tarry,Lingered,
Tasks,TAS-ks,https://dictionary.cambridge.org/dictionary/english/task,,
Tattersall's,TAT-er-sulz,https://dictionary.cambridge.org/dictionary/english/tattersalls,London horse market,
Tecs,TEKS,https://dictionary.cambridge.org/dictionary/english/tecs,"Regency slang for ""detectives""",
Teignmouth,TIN-muth,https://dictionary.cambridge.org/dictionary/english/teignmouth,,
Temperature,TEM-pruh-chur,https://dictionary.cambridge.org/dictionary/english/temperature,,
Tenantry,ten-un-tree,https://dictionary.cambridge.org/dictionary/english/tenantry,Group of tenants,
Tenet,TEN-it,https://dictionary.cambridge.org/dictionary/english/tenet,,
Tenterhooks,TEN-ter-hooks,https://dictionary.cambridge.org/dictionary/english/tenterhook,In suspense,
Tête,tet,https://dictionary.cambridge.org/dictionary/french-english/tete,French for head,
Tete-a-tete,TET-ah-TET,https://dictionary.cambridge.org/dictionary/english/tete-a-tete,A private conversation between two people,
Tête-à-tête,TET-ah-TET,https://dictionary.cambridge.org/dictionary/english/tete-a-tete,A private conversation between two people,
Tête-de-cuvée,TET duh KOO-vay,https://dictionary.cambridge.org/dictionary/english/tete-de-cuvee,"The ""best of the best"" (usually wine but used for the Ton)",
Thames,TEMZ,https://dictionary.cambridge.org/dictionary/english/thames,,
Theobald,TIB-uld,https://dictionary.cambridge.org/dictionary/english/theobald,Common first/surname,
Thistle,THIS-ul,https://dictionary.cambridge.org/dictionary/english/thistle,,
Ticklish,TIK-lish,https://dictionary.cambridge.org/dictionary/english/ticklish,,
Tignon,TEEN-yon,https://dictionary.cambridge.org/dictionary/english/tignon,A type of headscarf or turban; watch the 'gn' sound,
Tinderbox,tin-der-box,https://dictionary.cambridge.org/dictionary/english/tinderbox,Fire starter,
Toff,TOF,https://dictionary.cambridge.org/dictionary/english/toff,Slang for a person of high social standing,
Toilette,twah-LET,https://dictionary.cambridge.org/dictionary/english/toilette,The process of washing and dressing,
Tolerable,TOL-ruh-bul,https://dictionary.cambridge.org/dictionary/english/tolerable,Three syllables (common in Austen),
Tollemache,TOL-mash,https://dictionary.cambridge.org/dictionary/english/tollemache,Old family name,
Ton,TAHN,https://dictionary.cambridge.org/dictionary/english/ton,"High society; never rhymes with ""sun""",
Tottenham,TOT-num,https://dictionary.cambridge.org/dictionary/english/tottenham,,
Tottering,TOT-ring,https://dictionary.cambridge.org/dictionary/english/tottering,Two syllables (Often used for aging characters),
